"cfi","text"
"epubcfi(/6/14!/4/2[pgepubid00018]/76)","[Exeunt Tybalt with hisPartizans.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/78)","MERCUTIO.I am hurt.A plague o’ both your houses. I am sped.Is he gone, and hath nothing?"
"epubcfi(/6/14!/4/2[pgepubid00018]/80)","BENVOLIO.What, art thou hurt?"
"epubcfi(/6/14!/4/2[pgepubid00018]/82)","MERCUTIO.Ay, ay, a scratch, a scratch. Marry, ’tis enough.Where is my page? Go villain, fetch a surgeon."
"epubcfi(/6/14!/4/2[pgepubid00018]/84)","[Exit Page.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/86)","ROMEO.Courage, man; the hurt cannot be much."
"epubcfi(/6/14!/4/2[pgepubid00018]/88)","MERCUTIO.No, ’tis not so deep as a well, nor so wide as a church door, but’tis enough, ’twill serve. Ask for me tomorrow, and you shall findme a grave man. I am peppered, I warrant, for this world. A plague o’both your houses. Zounds, a dog, a rat, a mouse, a cat, to scratch a man todeath. A braggart, a rogue, a villain, that fights by the book ofarithmetic!—Why the devil came you between us? I was hurt under your arm."
"epubcfi(/6/14!/4/2[pgepubid00018]/90)","ROMEO.I thought all for the best."
"epubcfi(/6/14!/4/2[pgepubid00018]/92)","MERCUTIO.Help me into some house, Benvolio,Or I shall faint. A plague o’ both your houses.They have made worms’ meat of me.I have it, and soundly too. Your houses!"
"epubcfi(/6/14!/4/2[pgepubid00018]/94)","[Exeunt Mercutio andBenvolio.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/96)","ROMEO.This gentleman, the Prince’s near ally,My very friend, hath got his mortal hurtIn my behalf; my reputation stain’dWith Tybalt’s slander,—Tybalt, that an hourHath been my cousin. O sweet Juliet,Thy beauty hath made me effeminateAnd in my temper soften’d valour’s steel."
"epubcfi(/6/14!/4/2[pgepubid00018]/98)","Re-enter Benvolio."
"epubcfi(/6/14!/4/2[pgepubid00018]/100)","BENVOLIO.O Romeo, Romeo, brave Mercutio’s dead,That gallant spirit hath aspir’d the clouds,Which too untimely here did scorn the earth."
"epubcfi(/6/14!/4/2[pgepubid00018]/102)","ROMEO.This day’s black fate on mo days doth depend;This but begins the woe others must end."
"epubcfi(/6/14!/4/2[pgepubid00018]/104)","Re-enter Tybalt."
"epubcfi(/6/14!/4/2[pgepubid00018]/106)","BENVOLIO.Here comes the furious Tybalt back again."
"epubcfi(/6/14!/4/2[pgepubid00018]/108)","ROMEO.Again in triumph, and Mercutio slain?Away to heaven respective lenity,And fire-ey’d fury be my conduct now!Now, Tybalt, take the ‘villain’ back againThat late thou gav’st me, for Mercutio’s soulIs but a little way above our heads,Staying for thine to keep him company.Either thou or I, or both, must go with him."
"epubcfi(/6/14!/4/2[pgepubid00018]/110)","TYBALT.Thou wretched boy, that didst consort him here,Shalt with him hence."
"epubcfi(/6/14!/4/2[pgepubid00018]/112)","ROMEO.This shall determine that."
"epubcfi(/6/14!/4/2[pgepubid00018]/114)","[They fight; Tybalt falls.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/116)","BENVOLIO.Romeo, away, be gone!The citizens are up, and Tybalt slain.Stand not amaz’d. The Prince will doom thee deathIf thou art taken. Hence, be gone, away!"
"epubcfi(/6/14!/4/2[pgepubid00018]/118)","ROMEO.O, I am fortune’s fool!"
"epubcfi(/6/14!/4/2[pgepubid00018]/120)","BENVOLIO.Why dost thou stay?"
"epubcfi(/6/14!/4/2[pgepubid00018]/122)","[Exit Romeo.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/124)","Enter Citizens."
"epubcfi(/6/14!/4/2[pgepubid00018]/126)","FIRST CITIZEN.Which way ran he that kill’d Mercutio?Tybalt, that murderer, which way ran he?"
"epubcfi(/6/14!/4/2[pgepubid00018]/128)","BENVOLIO.There lies that Tybalt."
"epubcfi(/6/14!/4/2[pgepubid00018]/130)","FIRST CITIZEN.Up, sir, go with me.I charge thee in the Prince’s name obey."
"epubcfi(/6/14!/4/2[pgepubid00018]/132)","Enter Prince, attended;Montague, Capulet, theirWives and others."
"epubcfi(/6/14!/4/2[pgepubid00018]/134)","PRINCE.Where are the vile beginners of this fray?"
"epubcfi(/6/14!/4/2[pgepubid00018]/136)","BENVOLIO.O noble Prince, I can discover allThe unlucky manage of this fatal brawl.There lies the man, slain by young Romeo,That slew thy kinsman, brave Mercutio."
"epubcfi(/6/14!/4/2[pgepubid00018]/138)","LADY CAPULET.Tybalt, my cousin! O my brother’s child!O Prince! O husband! O, the blood is spill’dOf my dear kinsman! Prince, as thou art true,For blood of ours shed blood of Montague.O cousin, cousin."
"epubcfi(/6/14!/4/2[pgepubid00018]/140)","PRINCE.Benvolio, who began this bloody fray?"
"epubcfi(/6/14!/4/2[pgepubid00018]/142)","BENVOLIO.Tybalt, here slain, whom Romeo’s hand did slay;Romeo, that spoke him fair, bid him bethinkHow nice the quarrel was, and urg’d withalYour high displeasure. All this utteredWith gentle breath, calm look, knees humbly bow’dCould not take truce with the unruly spleenOf Tybalt, deaf to peace, but that he tiltsWith piercing steel at bold Mercutio’s breast,Who, all as hot, turns deadly point to point,And, with a martial scorn, with one hand beatsCold death aside, and with the other sendsIt back to Tybalt, whose dexterityRetorts it. Romeo he cries aloud,‘Hold, friends! Friends, part!’ and swifter than his tongue,His agile arm beats down their fatal points,And ’twixt them rushes; underneath whose armAn envious thrust from Tybalt hit the lifeOf stout Mercutio, and then Tybalt fled.But by and by comes back to Romeo,Who had but newly entertain’d revenge,And to’t they go like lightning; for, ere ICould draw to part them was stout Tybalt slain;And as he fell did Romeo turn and fly.This is the truth, or let Benvolio die."
"epubcfi(/6/14!/4/2[pgepubid00018]/144)","LADY CAPULET.He is a kinsman to the Montague.Affection makes him false, he speaks not true.Some twenty of them fought in this black strife,And all those twenty could but kill one life.I beg for justice, which thou, Prince, must give;Romeo slew Tybalt, Romeo must not live."
"epubcfi(/6/14!/4/2[pgepubid00018]/146)","PRINCE.Romeo slew him, he slew Mercutio.Who now the price of his dear blood doth owe?"
"epubcfi(/6/14!/4/2[pgepubid00018]/148)","MONTAGUE.Not Romeo, Prince, he was Mercutio’s friend;His fault concludes but what the law should end,The life of Tybalt."
"epubcfi(/6/14!/4/2[pgepubid00018]/150)","PRINCE.And for that offenceImmediately we do exile him hence.I have an interest in your hate’s proceeding,My blood for your rude brawls doth lie a-bleeding.But I’ll amerce you with so strong a fineThat you shall all repent the loss of mine.I will be deaf to pleading and excuses;Nor tears nor prayers shall purchase out abuses.Therefore use none. Let Romeo hence in haste,Else, when he is found, that hour is his last.Bear hence this body, and attend our will.Mercy but murders, pardoning those that kill."
"epubcfi(/6/14!/4/2[pgepubid00018]/152)","[Exeunt.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/156)","Enter Juliet."
"epubcfi(/6/14!/4/2[pgepubid00018]/158)","JULIET.Gallop apace, you fiery-footed steeds,Towards Phoebus’ lodging. Such a waggonerAs Phaeton would whip you to the westAnd bring in cloudy night immediately.Spread thy close curtain, love-performing night,That runaway’s eyes may wink, and RomeoLeap to these arms, untalk’d of and unseen.Lovers can see to do their amorous ritesBy their own beauties: or, if love be blind,It best agrees with night. Come, civil night,Thou sober-suited matron, all in black,And learn me how to lose a winning match,Play’d for a pair of stainless maidenhoods.Hood my unmann’d blood, bating in my cheeks,With thy black mantle, till strange love, grow bold,Think true love acted simple modesty.Come, night, come Romeo; come, thou day in night;For thou wilt lie upon the wings of nightWhiter than new snow upon a raven’s back.Come gentle night, come loving black-brow’d night,Give me my Romeo, and when I shall die,Take him and cut him out in little stars,And he will make the face of heaven so fineThat all the world will be in love with night,And pay no worship to the garish sun.O, I have bought the mansion of a love,But not possess’d it; and though I am sold,Not yet enjoy’d. So tedious is this dayAs is the night before some festivalTo an impatient child that hath new robesAnd may not wear them. O, here comes my Nurse,And she brings news, and every tongue that speaksBut Romeo’s name speaks heavenly eloquence."
"epubcfi(/6/14!/4/2[pgepubid00018]/160)","Enter Nurse, with cords."
"epubcfi(/6/14!/4/2[pgepubid00018]/162)","Now, Nurse, what news? What hast thou there?The cords that Romeo bid thee fetch?"
"epubcfi(/6/14!/4/2[pgepubid00018]/164)","NURSE.Ay, ay, the cords."
"epubcfi(/6/14!/4/2[pgepubid00018]/166)","[Throws them down.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/168)","JULIET.Ay me, what news? Why dost thou wring thy hands?"
"epubcfi(/6/14!/4/2[pgepubid00018]/170)","NURSE.Ah, well-a-day, he’s dead, he’s dead, he’s dead!We are undone, lady, we are undone.Alack the day, he’s gone, he’s kill’d, he’s dead."
"epubcfi(/6/14!/4/2[pgepubid00018]/172)","JULIET.Can heaven be so envious?"
"epubcfi(/6/14!/4/2[pgepubid00018]/174)","NURSE.Romeo can,Though heaven cannot. O Romeo, Romeo.Who ever would have thought it? Romeo!"
"epubcfi(/6/14!/4/2[pgepubid00018]/176)","JULIET.What devil art thou, that dost torment me thus?This torture should be roar’d in dismal hell.Hath Romeo slain himself? Say thou but Ay,And that bare vowel I shall poison moreThan the death-darting eye of cockatrice.I am not I if there be such an I;Or those eyes shut that make thee answer Ay.If he be slain, say Ay; or if not, No.Brief sounds determine of my weal or woe."
"epubcfi(/6/14!/4/2[pgepubid00018]/178)","NURSE.I saw the wound, I saw it with mine eyes,God save the mark!—here on his manly breast.A piteous corse, a bloody piteous corse;Pale, pale as ashes, all bedaub’d in blood,All in gore-blood. I swounded at the sight."
"epubcfi(/6/14!/4/2[pgepubid00018]/180)","JULIET.O, break, my heart. Poor bankrout, break at once.To prison, eyes; ne’er look on liberty.Vile earth to earth resign; end motion here,And thou and Romeo press one heavy bier."
"epubcfi(/6/14!/4/2[pgepubid00018]/182)","NURSE.O Tybalt, Tybalt, the best friend I had.O courteous Tybalt, honest gentleman!That ever I should live to see thee dead."
"epubcfi(/6/14!/4/2[pgepubid00018]/184)","JULIET.What storm is this that blows so contrary?Is Romeo slaughter’d and is Tybalt dead?My dearest cousin, and my dearer lord?Then dreadful trumpet sound the general doom,For who is living, if those two are gone?"
"epubcfi(/6/14!/4/2[pgepubid00018]/186)","NURSE.Tybalt is gone, and Romeo banished,Romeo that kill’d him, he is banished."
"epubcfi(/6/14!/4/2[pgepubid00018]/188)","JULIET.O God! Did Romeo’s hand shed Tybalt’s blood?"
"epubcfi(/6/14!/4/2[pgepubid00018]/190)","NURSE.It did, it did; alas the day, it did."
"epubcfi(/6/14!/4/2[pgepubid00018]/192)","JULIET.O serpent heart, hid with a flowering face!Did ever dragon keep so fair a cave?Beautiful tyrant, fiend angelical,Dove-feather’d raven, wolvish-ravening lamb!Despised substance of divinest show!Just opposite to what thou justly seem’st,A damned saint, an honourable villain!O nature, what hadst thou to do in hellWhen thou didst bower the spirit of a fiendIn mortal paradise of such sweet flesh?Was ever book containing such vile matterSo fairly bound? O, that deceit should dwellIn such a gorgeous palace."
"epubcfi(/6/14!/4/2[pgepubid00018]/194)","NURSE.There’s no trust,No faith, no honesty in men. All perjur’d,All forsworn, all naught, all dissemblers.Ah, where’s my man? Give me some aqua vitae.These griefs, these woes, these sorrows make me old.Shame come to Romeo."
"epubcfi(/6/14!/4/2[pgepubid00018]/196)","JULIET.Blister’d be thy tongueFor such a wish! He was not born to shame.Upon his brow shame is asham’d to sit;For ’tis a throne where honour may be crown’dSole monarch of the universal earth.O, what a beast was I to chide at him!"
"epubcfi(/6/14!/4/2[pgepubid00018]/198)","NURSE.Will you speak well of him that kill’d your cousin?"
"epubcfi(/6/14!/4/2[pgepubid00018]/200)","JULIET.Shall I speak ill of him that is my husband?Ah, poor my lord, what tongue shall smooth thy name,When I thy three-hours’ wife have mangled it?But wherefore, villain, didst thou kill my cousin?That villain cousin would have kill’d my husband.Back, foolish tears, back to your native spring,Your tributary drops belong to woe,Which you mistaking offer up to joy.My husband lives, that Tybalt would have slain,And Tybalt’s dead, that would have slain my husband.All this is comfort; wherefore weep I then?Some word there was, worser than Tybalt’s death,That murder’d me. I would forget it fain,But O, it presses to my memoryLike damned guilty deeds to sinners’ minds.Tybalt is dead, and Romeo banished.That ‘banished,’ that one word ‘banished,’Hath slain ten thousand Tybalts. Tybalt’s deathWas woe enough, if it had ended there.Or if sour woe delights in fellowship,And needly will be rank’d with other griefs,Why follow’d not, when she said Tybalt’s dead,Thy father or thy mother, nay or both,Which modern lamentation might have mov’d?But with a rear-ward following Tybalt’s death,‘Romeo is banished’—to speak that wordIs father, mother, Tybalt, Romeo, Juliet,All slain, all dead. Romeo is banished,There is no end, no limit, measure, bound,In that word’s death, no words can that woe sound.Where is my father and my mother, Nurse?"
"epubcfi(/6/14!/4/2[pgepubid00018]/202)","NURSE.Weeping and wailing over Tybalt’s corse.Will you go to them? I will bring you thither."
"epubcfi(/6/14!/4/2[pgepubid00018]/204)","JULIET.Wash they his wounds with tears. Mine shall be spent,When theirs are dry, for Romeo’s banishment.Take up those cords. Poor ropes, you are beguil’d,Both you and I; for Romeo is exil’d.He made you for a highway to my bed,But I, a maid, die maiden-widowed.Come cords, come Nurse, I’ll to my wedding bed,And death, not Romeo, take my maidenhead."
"epubcfi(/6/14!/4/2[pgepubid00018]/206)","NURSE.Hie to your chamber. I’ll find RomeoTo comfort you. I wot well where he is.Hark ye, your Romeo will be here at night.I’ll to him, he is hid at Lawrence’ cell."
"epubcfi(/6/14!/4/2[pgepubid00018]/208)","JULIET.O find him, give this ring to my true knight,And bid him come to take his last farewell."
"epubcfi(/6/14!/4/2[pgepubid00018]/210)","[Exeunt.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/214)","Enter Friar Lawrence."
"epubcfi(/6/14!/4/2[pgepubid00018]/216)","FRIAR LAWRENCE.Romeo, come forth; come forth, thou fearful man.Affliction is enanmour’d of thy partsAnd thou art wedded to calamity."
"epubcfi(/6/14!/4/2[pgepubid00018]/218)","Enter Romeo."
"epubcfi(/6/14!/4/2[pgepubid00018]/220)","ROMEO.Father, what news? What is the Prince’s doom?What sorrow craves acquaintance at my hand,That I yet know not?"
"epubcfi(/6/14!/4/2[pgepubid00018]/222)","FRIAR LAWRENCE.Too familiarIs my dear son with such sour company.I bring thee tidings of the Prince’s doom."
"epubcfi(/6/14!/4/2[pgepubid00018]/224)","ROMEO.What less than doomsday is the Prince’s doom?"
"epubcfi(/6/14!/4/2[pgepubid00018]/226)","FRIAR LAWRENCE.A gentler judgment vanish’d from his lips,Not body’s death, but body’s banishment."
"epubcfi(/6/14!/4/2[pgepubid00018]/228)","ROMEO.Ha, banishment? Be merciful, say death;For exile hath more terror in his look,Much more than death. Do not say banishment."
"epubcfi(/6/14!/4/2[pgepubid00018]/230)","FRIAR LAWRENCE.Hence from Verona art thou banished.Be patient, for the world is broad and wide."
"epubcfi(/6/14!/4/2[pgepubid00018]/232)","ROMEO.There is no world without Verona walls,But purgatory, torture, hell itself.Hence banished is banish’d from the world,And world’s exile is death. Then banishedIs death misterm’d. Calling death banished,Thou cutt’st my head off with a golden axe,And smilest upon the stroke that murders me."
"epubcfi(/6/14!/4/2[pgepubid00018]/234)","FRIAR LAWRENCE.O deadly sin, O rude unthankfulness!Thy fault our law calls death, but the kind Prince,Taking thy part, hath brush’d aside the law,And turn’d that black word death to banishment.This is dear mercy, and thou see’st it not."
"epubcfi(/6/14!/4/2[pgepubid00018]/236)","ROMEO.’Tis torture, and not mercy. Heaven is hereWhere Juliet lives, and every cat and dog,And little mouse, every unworthy thing,Live here in heaven and may look on her,But Romeo may not. More validity,More honourable state, more courtship livesIn carrion flies than Romeo. They may seizeOn the white wonder of dear Juliet’s hand,And steal immortal blessing from her lips,Who, even in pure and vestal modestyStill blush, as thinking their own kisses sin.But Romeo may not, he is banished.This may flies do, when I from this must fly.They are free men but I am banished.And say’st thou yet that exile is not death?Hadst thou no poison mix’d, no sharp-ground knife,No sudden mean of death, though ne’er so mean,But banished to kill me? Banished?O Friar, the damned use that word in hell.Howling attends it. How hast thou the heart,Being a divine, a ghostly confessor,A sin-absolver, and my friend profess’d,To mangle me with that word banished?"
"epubcfi(/6/14!/4/2[pgepubid00018]/238)","FRIAR LAWRENCE.Thou fond mad man, hear me speak a little,"
"epubcfi(/6/14!/4/2[pgepubid00018]/240)","ROMEO.O, thou wilt speak again of banishment."
"epubcfi(/6/14!/4/2[pgepubid00018]/242)","FRIAR LAWRENCE.I’ll give thee armour to keep off that word,Adversity’s sweet milk, philosophy,To comfort thee, though thou art banished."
"epubcfi(/6/14!/4/2[pgepubid00018]/244)","ROMEO.Yet banished? Hang up philosophy.Unless philosophy can make a Juliet,Displant a town, reverse a Prince’s doom,It helps not, it prevails not, talk no more."
"epubcfi(/6/14!/4/2[pgepubid00018]/246)","FRIAR LAWRENCE.O, then I see that mad men have no ears."
"epubcfi(/6/14!/4/2[pgepubid00018]/248)","ROMEO.How should they, when that wise men have no eyes?"
"epubcfi(/6/14!/4/2[pgepubid00018]/250)","FRIAR LAWRENCE.Let me dispute with thee of thy estate."
"epubcfi(/6/14!/4/2[pgepubid00018]/252)","ROMEO.Thou canst not speak of that thou dost not feel.Wert thou as young as I, Juliet thy love,An hour but married, Tybalt murdered,Doting like me, and like me banished,Then mightst thou speak, then mightst thou tear thy hair,And fall upon the ground as I do now,Taking the measure of an unmade grave."
"epubcfi(/6/14!/4/2[pgepubid00018]/254)","[Knocking within.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/256)","FRIAR LAWRENCE.Arise; one knocks. Good Romeo, hide thyself."
"epubcfi(/6/14!/4/2[pgepubid00018]/258)","ROMEO.Not I, unless the breath of heartsick groansMist-like infold me from the search of eyes."
"epubcfi(/6/14!/4/2[pgepubid00018]/260)","[Knocking.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/262)","FRIAR LAWRENCE.Hark, how they knock!—Who’s there?—Romeo, arise,Thou wilt be taken.—Stay awhile.—Stand up."
"epubcfi(/6/14!/4/2[pgepubid00018]/264)","[Knocking.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/266)","Run to my study.—By-and-by.—God’s will,What simpleness is this.—I come, I come."
"epubcfi(/6/14!/4/2[pgepubid00018]/268)","[Knocking.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/270)","Who knocks so hard? Whence come you, what’s your will?"
"epubcfi(/6/14!/4/2[pgepubid00018]/272)","NURSE.[Within.] Let me come in, and you shall know my errand.I come from Lady Juliet."
"epubcfi(/6/14!/4/2[pgepubid00018]/274)","FRIAR LAWRENCE.Welcome then."
"epubcfi(/6/14!/4/2[pgepubid00018]/276)","Enter Nurse."
"epubcfi(/6/14!/4/2[pgepubid00018]/278)","NURSE.O holy Friar, O, tell me, holy Friar,Where is my lady’s lord, where’s Romeo?"
"epubcfi(/6/14!/4/2[pgepubid00018]/280)","FRIAR LAWRENCE.There on the ground, with his own tears made drunk."
"epubcfi(/6/14!/4/2[pgepubid00018]/282)","NURSE.O, he is even in my mistress’ case.Just in her case! O woeful sympathy!Piteous predicament. Even so lies she,Blubbering and weeping, weeping and blubbering.Stand up, stand up; stand, and you be a man.For Juliet’s sake, for her sake, rise and stand.Why should you fall into so deep an O?"
"epubcfi(/6/14!/4/2[pgepubid00018]/284)","ROMEO.Nurse."
"epubcfi(/6/14!/4/2[pgepubid00018]/286)","NURSE.Ah sir, ah sir, death’s the end of all."
"epubcfi(/6/14!/4/2[pgepubid00018]/288)","ROMEO.Spakest thou of Juliet? How is it with her?Doth not she think me an old murderer,Now I have stain’d the childhood of our joyWith blood remov’d but little from her own?Where is she? And how doth she? And what saysMy conceal’d lady to our cancell’d love?"
"epubcfi(/6/14!/4/2[pgepubid00018]/290)","NURSE.O, she says nothing, sir, but weeps and weeps;And now falls on her bed, and then starts up,And Tybalt calls, and then on Romeo cries,And then down falls again."
"epubcfi(/6/14!/4/2[pgepubid00018]/292)","ROMEO.As if that name,Shot from the deadly level of a gun,Did murder her, as that name’s cursed handMurder’d her kinsman. O, tell me, Friar, tell me,In what vile part of this anatomyDoth my name lodge? Tell me, that I may sackThe hateful mansion."
"epubcfi(/6/14!/4/2[pgepubid00018]/294)","[Drawing his sword.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/296)","FRIAR LAWRENCE.Hold thy desperate hand.Art thou a man? Thy form cries out thou art.Thy tears are womanish, thy wild acts denoteThe unreasonable fury of a beast.Unseemly woman in a seeming man,And ill-beseeming beast in seeming both!Thou hast amaz’d me. By my holy order,I thought thy disposition better temper’d.Hast thou slain Tybalt? Wilt thou slay thyself?And slay thy lady, that in thy life lives,By doing damned hate upon thyself?Why rail’st thou on thy birth, the heaven and earth?Since birth, and heaven and earth, all three do meetIn thee at once; which thou at once wouldst lose.Fie, fie, thou sham’st thy shape, thy love, thy wit,Which, like a usurer, abound’st in all,And usest none in that true use indeedWhich should bedeck thy shape, thy love, thy wit.Thy noble shape is but a form of wax,Digressing from the valour of a man;Thy dear love sworn but hollow perjury,Killing that love which thou hast vow’d to cherish;Thy wit, that ornament to shape and love,Misshapen in the conduct of them both,Like powder in a skilless soldier’s flask,Is set afire by thine own ignorance,And thou dismember’d with thine own defence.What, rouse thee, man. Thy Juliet is alive,For whose dear sake thou wast but lately dead.There art thou happy. Tybalt would kill thee,But thou slew’st Tybalt; there art thou happy.The law that threaten’d death becomes thy friend,And turns it to exile; there art thou happy.A pack of blessings light upon thy back;Happiness courts thee in her best array;But like a misshaped and sullen wench,Thou putt’st up thy Fortune and thy love.Take heed, take heed, for such die miserable.Go, get thee to thy love as was decreed,Ascend her chamber, hence and comfort her.But look thou stay not till the watch be set,For then thou canst not pass to Mantua;Where thou shalt live till we can find a timeTo blaze your marriage, reconcile your friends,Beg pardon of the Prince, and call thee backWith twenty hundred thousand times more joyThan thou went’st forth in lamentation.Go before, Nurse. Commend me to thy lady,And bid her hasten all the house to bed,Which heavy sorrow makes them apt unto.Romeo is coming."
"epubcfi(/6/14!/4/2[pgepubid00018]/298)","NURSE.O Lord, I could have stay’d here all the nightTo hear good counsel. O, what learning is!My lord, I’ll tell my lady you will come."
"epubcfi(/6/14!/4/2[pgepubid00018]/300)","ROMEO.Do so, and bid my sweet prepare to chide."
"epubcfi(/6/14!/4/2[pgepubid00018]/302)","NURSE.Here sir, a ring she bid me give you, sir.Hie you, make haste, for it grows very late."
"epubcfi(/6/14!/4/2[pgepubid00018]/304)","[Exit.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/306)","ROMEO.How well my comfort is reviv’d by this."
"epubcfi(/6/14!/4/2[pgepubid00018]/308)","FRIAR LAWRENCE.Go hence, good night, and here stands all your state:Either be gone before the watch be set,Or by the break of day disguis’d from hence.Sojourn in Mantua. I’ll find out your man,And he shall signify from time to timeEvery good hap to you that chances here.Give me thy hand; ’tis late; farewell; good night."
"epubcfi(/6/14!/4/2[pgepubid00018]/310)","ROMEO.But that a joy past joy calls out on me,It were a grief so brief to part with thee.Farewell."
"epubcfi(/6/14!/4/2[pgepubid00018]/312)","[Exeunt.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/316)","Enter Capulet, Lady Capulet andParis."
"epubcfi(/6/14!/4/2[pgepubid00018]/318)","CAPULET.Things have fallen out, sir, so unluckilyThat we have had no time to move our daughter.Look you, she lov’d her kinsman Tybalt dearly,And so did I. Well, we were born to die.’Tis very late; she’ll not come down tonight.I promise you, but for your company,I would have been abed an hour ago."
"epubcfi(/6/14!/4/2[pgepubid00018]/320)","PARIS.These times of woe afford no tune to woo.Madam, good night. Commend me to your daughter."
"epubcfi(/6/14!/4/2[pgepubid00018]/322)","LADY CAPULET.I will, and know her mind early tomorrow;Tonight she’s mew’d up to her heaviness."
"epubcfi(/6/14!/4/2[pgepubid00018]/324)","CAPULET.Sir Paris, I will make a desperate tenderOf my child’s love. I think she will be rul’dIn all respects by me; nay more, I doubt it not.Wife, go you to her ere you go to bed,Acquaint her here of my son Paris’ love,And bid her, mark you me, on Wednesday next,But, soft, what day is this?"
"epubcfi(/6/14!/4/2[pgepubid00018]/326)","PARIS.Monday, my lord."
"epubcfi(/6/14!/4/2[pgepubid00018]/328)","CAPULET.Monday! Ha, ha! Well, Wednesday is too soon,A Thursday let it be; a Thursday, tell her,She shall be married to this noble earl.Will you be ready? Do you like this haste?We’ll keep no great ado,—a friend or two,For, hark you, Tybalt being slain so late,It may be thought we held him carelessly,Being our kinsman, if we revel much.Therefore we’ll have some half a dozen friends,And there an end. But what say you to Thursday?"
"epubcfi(/6/14!/4/2[pgepubid00018]/330)","PARIS.My lord, I would that Thursday were tomorrow."
"epubcfi(/6/14!/4/2[pgepubid00018]/332)","CAPULET.Well, get you gone. A Thursday be it then.Go you to Juliet ere you go to bed,Prepare her, wife, against this wedding day.Farewell, my lord.—Light to my chamber, ho!Afore me, it is so very very late that weMay call it early by and by. Good night."
"epubcfi(/6/14!/4/2[pgepubid00018]/334)","[Exeunt.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/338)","Enter Romeo andJuliet."
"epubcfi(/6/14!/4/2[pgepubid00018]/340)","JULIET.Wilt thou be gone? It is not yet near day.It was the nightingale, and not the lark,That pierc’d the fearful hollow of thine ear;Nightly she sings on yond pomegranate tree.Believe me, love, it was the nightingale."
"epubcfi(/6/14!/4/2[pgepubid00018]/342)","ROMEO.It was the lark, the herald of the morn,No nightingale. Look, love, what envious streaksDo lace the severing clouds in yonder east.Night’s candles are burnt out, and jocund dayStands tiptoe on the misty mountain tops.I must be gone and live, or stay and die."
"epubcfi(/6/14!/4/2[pgepubid00018]/344)","JULIET.Yond light is not daylight, I know it, I.It is some meteor that the sun exhalesTo be to thee this night a torchbearerAnd light thee on thy way to Mantua.Therefore stay yet, thou need’st not to be gone."
"epubcfi(/6/14!/4/2[pgepubid00018]/346)","ROMEO.Let me be ta’en, let me be put to death,I am content, so thou wilt have it so.I’ll say yon grey is not the morning’s eye,’Tis but the pale reflex of Cynthia’s brow.Nor that is not the lark whose notes do beatThe vaulty heaven so high above our heads.I have more care to stay than will to go.Come, death, and welcome. Juliet wills it so.How is’t, my soul? Let’s talk. It is not day."
"epubcfi(/6/14!/4/2[pgepubid00018]/348)","JULIET.It is, it is! Hie hence, be gone, away.It is the lark that sings so out of tune,Straining harsh discords and unpleasing sharps.Some say the lark makes sweet division;This doth not so, for she divideth us.Some say the lark and loathed toad change eyes.O, now I would they had chang’d voices too,Since arm from arm that voice doth us affray,Hunting thee hence with hunt’s-up to the day.O now be gone, more light and light it grows."
"epubcfi(/6/14!/4/2[pgepubid00018]/350)","ROMEO.More light and light, more dark and dark our woes."
"epubcfi(/6/14!/4/2[pgepubid00018]/352)","Enter Nurse."
"epubcfi(/6/14!/4/2[pgepubid00018]/354)","NURSE.Madam."
"epubcfi(/6/14!/4/2[pgepubid00018]/356)","JULIET.Nurse?"
"epubcfi(/6/14!/4/2[pgepubid00018]/358)","NURSE.Your lady mother is coming to your chamber.The day is broke, be wary, look about."
"epubcfi(/6/14!/4/2[pgepubid00018]/360)","[Exit.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/362)","JULIET.Then, window, let day in, and let life out."
"epubcfi(/6/14!/4/2[pgepubid00018]/364)","ROMEO.Farewell, farewell, one kiss, and I’ll descend."
"epubcfi(/6/14!/4/2[pgepubid00018]/366)","[Descends.]"
"epubcfi(/6/14!/4/2[pgepubid00018]/368)","JULIET.Art thou gone so? Love, lord, ay husband, friend,I must hear from thee every day in the hour,For in a minute there are many days.O, by this count I shall be much in yearsEre I again behold my Romeo."
"epubcfi(/6/14!/4/2[pgepubid00018]/370)","ROMEO.Farewell!I will omit no opportunityThat may convey my greetings, love, to thee."
"epubcfi(/6/14!/4/2[pgepubid00018]/372)","JULIET.O thinkest thou we shall ever meet again?"
"epubcfi(/6/14!/4/2[pgepubid00018]/374)","ROMEO.I doubt it not, and all these woes shall serveFor sweet discourses in our time to come."
